_id,Category,City,Country/Region,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Quantity,Sales
64a5ec6b01ab865a61af8d03,Furniture,Rapid City,United States,Carol Adams,SAFCO,1/26/2019,US-2019-167997,57701,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Central,Corporate,1/29/2019,First Class,South Dakota,Bookcases,0,39.7488,2,141.96
64a5ec6b01ab865a61af8d04,Furniture,Alexandria,United States,Shirley Daniels,Eldon,1/26/2019,US-2019-155502,22304,Eldon Image Series Black Desk Accessories,South,Home Office,1/31/2019,Standard Class,Virginia,Furnishings,0,4.4712,3,12.42
64a5ec6b01ab865a61af8d05,Furniture,Alexandria,United States,Shirley Daniels,GE,1/26/2019,US-2019-155502,22304,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",South,Home Office,1/31/2019,Standard Class,Virginia,Furnishings,0,30.7818,3,62.82
64a5ec6b01ab865a61af8d06,Office Supplies,Rapid City,United States,Carol Adams,Wilson Jones,1/26/2019,US-2019-167997,57701,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Central,Corporate,1/29/2019,First Class,South Dakota,Binders,0,5.0196,2,10.68
64a5ec6b01ab865a61af8d07,Office Supplies,Alexandria,United States,Shirley Daniels,REDIFORM,1/26/2019,US-2019-155502,22304,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",South,Home Office,1/31/2019,Standard Class,Virginia,Paper,0,8.34,2,16.68
64a5ec6b01ab865a61af8d08,Office Supplies,Alexandria,United States,Shirley Daniels,Eureka,1/26/2019,US-2019-155502,22304,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",South,Home Office,1/31/2019,Standard Class,Virginia,Paper,0,9.3312,3,19.44
64a5ec6b01ab865a61af8d09,Office Supplies,Alexandria,United States,Shirley Daniels,SAFCO,1/26/2019,US-2019-155502,22304,"SAFCO Commercial Wire Shelving, 72h",South,Home Office,1/31/2019,Standard Class,Virginia,Storage,0,0,8,489.92
64a5ec6b01ab865a61af8d0a,Technology,Alexandria,United States,Shirley Daniels,Jabra,1/26/2019,US-2019-155502,22304,Jabra SPEAK 410,South,Home Office,1/31/2019,Standard Class,Virginia,Phones,0,52.6344,2,187.98
64a5ec6b01ab865a61af8d0b,Technology,Alexandria,United States,Shirley Daniels,Other,1/26/2019,US-2019-155502,22304,Macally Suction Cup Mount,South,Home Office,1/31/2019,Standard Class,Virginia,Phones,0,0,13,155.35
64a5ec6b01ab865a61af8d0c,Furniture,San Diego,United States,Ed Jacobs,Balt,1/27/2019,US-2019-117163,92037,Balt Split Level Computer Training Table,West,Consumer,2/2/2019,Standard Class,California,Tables,0.2,-16.65,3,333
64a5ec6b01ab865a61af8d0d,Office Supplies,San Diego,United States,Ed Jacobs,Dixon,1/27/2019,US-2019-117163,92037,Dixon Ticonderoga Core-Lock Colored Pencils,West,Consumer,2/2/2019,Standard Class,California,Art,0,12.0252,4,36.44
64a5ec6b01ab865a61af8d0e,Office Supplies,San Diego,United States,Ed Jacobs,Other,1/27/2019,US-2019-117163,92037,Recycled Steel Personal File for Hanging File Folders,West,Consumer,2/2/2019,Standard Class,California,Storage,0,14.3075,1,57.23
64a5ec6b01ab865a61af8d0f,Office Supplies,New York City,United States,Jasper Cacioppo,Pressboard,1/28/2019,US-2019-100328,10024,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",East,Consumer,2/3/2019,Standard Class,New York,Binders,0.2,1.3257,1,3.928
64a5ec6b01ab865a61af8d10,Office Supplies,Detroit,United States,Mike Vittorini,Xerox,1/30/2019,US-2019-134103,48234,Xerox 1972,Central,Consumer,2/4/2019,Standard Class,Michigan,Paper,0,4.752,2,10.56
64a5ec6b01ab865a61af8d11,Office Supplies,Detroit,United States,Mike Vittorini,Space Solutions,1/30/2019,US-2019-134103,48234,Space Solutions HD Industrial Steel Shelving.,Central,Consumer,2/4/2019,Standard Class,Michigan,Storage,0,6.8982,2,229.94
64a5ec6b01ab865a61af8d12,Furniture,Mission Viejo,United States,Liz Carlisle,Sauder,1/31/2019,US-2019-115161,92691,"Sauder Facets Collection Library, Sky Alder Finish",West,Consumer,2/2/2019,First Class,California,Bookcases,0.15,3.4196,2,290.666
64a5ec6b01ab865a61af8d13,Technology,Green Bay,United States,Bradley Drucker,Enermax,2/1/2019,US-2019-140795,54302,Enermax Aurora Lite Keyboard,Central,Consumer,2/3/2019,First Class,Wisconsin,Accessories,0,206.316,6,468.9
64a5ec6b01ab865a61af8d14,Office Supplies,Saint Petersburg,United States,Eric Barreto,Other,2/2/2019,US-2019-123400,33710,Surelock Post Binders,South,Consumer,2/9/2019,Standard Class,Florida,Binders,0.7,-12.224,2,18.336
64a5ec6b01ab865a61af8d15,Office Supplies,San Diego,United States,Cynthia Delaney,Other,2/2/2019,US-2019-139857,92037,Staples,West,Home Office,2/6/2019,Standard Class,California,Fasteners,0,5.8045,5,12.35
64a5ec6b01ab865a61af8d16,Technology,Saint Petersburg,United States,Eric Barreto,AT&T,2/2/2019,US-2019-123400,33710,AT&T 17929 Lendline Telephone,South,Consumer,2/9/2019,Standard Class,Florida,Phones,0.2,13.572,5,180.96
64a5ec6b01ab865a61af8d17,Office Supplies,Seattle,United States,Tom Boeckenhauer,Avery,2/3/2019,US-2019-111059,98105,Avery Durable Poly Binders,West,Consumer,2/6/2019,Second Class,Washington,Binders,0.2,4.3134,3,13.272
64a5ec6b01ab865a61af8d18,Office Supplies,Seattle,United States,Tom Boeckenhauer,Ibico,2/3/2019,US-2019-111059,98105,Ibico Laser Imprintable Binding System Covers,West,Consumer,2/6/2019,Second Class,Washington,Binders,0.2,27.248,2,83.84
64a5ec6b01ab865a61af8d19,Office Supplies,Escondido,United States,Mark Haberlin,GBC,2/4/2019,US-2019-104808,92025,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",West,Corporate,2/8/2019,Second Class,California,Binders,0.2,6.0368,2,17.248
64a5ec6b01ab865a61af8d1a,Office Supplies,San Diego,United States,Deborah Brumfield,GBC,2/4/2019,US-2019-107181,92024,GBC Recycled Grain Textured Covers,West,Home Office,2/8/2019,Standard Class,California,Binders,0.2,29.0136,3,82.896
64a5ec6b01ab865a61af8d1b,Office Supplies,San Diego,United States,Deborah Brumfield,Message Book,2/4/2019,US-2019-107181,92024,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",West,Home Office,2/8/2019,Standard Class,California,Paper,0,16.0928,4,34.24
64a5ec6b01ab865a61af8d1c,Office Supplies,Romeoville,United States,Delfina Latchford,Avery,2/6/2019,US-2019-108182,60441,"Avery Flip-Chart Easel Binder, Black",Central,Consumer,2/10/2019,Second Class,Illinois,Binders,0.8,-14.7708,2,8.952
64a5ec6b01ab865a61af8d1d,Office Supplies,Chesapeake,United States,Neil Ducich,Avery,2/6/2019,US-2019-131905,23320,Avery 480,South,Corporate,2/9/2019,First Class,Virginia,Labels,0,7.2,4,15
64a5ec6b01ab865a61af8d1e,Technology,Chesapeake,United States,Neil Ducich,AT&T,2/6/2019,US-2019-131905,23320,AT&T CL82213,South,Corporate,2/9/2019,First Class,Virginia,Phones,0,42.0355,5,144.95
64a5ec6b01ab865a61af8d1f,Technology,Chesapeake,United States,Neil Ducich,Other,2/6/2019,US-2019-131905,23320,Aastra 57i VoIP phone,South,Corporate,2/9/2019,First Class,Virginia,Phones,0,42.0186,1,161.61
64a5ec6b01ab865a61af8d20,Office Supplies,New York City,United States,Chris Selesnick,Acco,2/7/2019,US-2019-169390,10024,Acco Perma 4000 Stacking Storage Drawers,East,Corporate,2/10/2019,Second Class,New York,Storage,0,9.744,4,64.96
64a5ec6b01ab865a61af8d21,Technology,Linden,United States,Cyma Kinney,Maxell,2/7/2019,US-2019-107755,7036,Maxell DVD-RAM Discs,East,Corporate,2/12/2019,Standard Class,New Jersey,Accessories,0,49.6048,7,115.36
64a5ec6b01ab865a61af8d22,Furniture,North Las Vegas,United States,Nathan Mautz,Master Caster,2/8/2019,US-2019-125759,89031,"Master Caster Door Stop, Large Brown",West,Home Office,2/9/2019,First Class,Nevada,Furnishings,0,5.5328,2,14.56
64a5ec6b01ab865a61af8d23,Furniture,Columbia,United States,Guy Armstrong,Global,2/11/2019,US-2019-168368,65203,"Global Value Mid-Back Manager's Chair, Gray",Central,Consumer,2/15/2019,Second Class,Missouri,Chairs,0,15.2225,1,60.89
64a5ec6b01ab865a61af8d24,Furniture,Columbia,United States,Guy Armstrong,Other,2/11/2019,US-2019-168368,65203,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Central,Consumer,2/15/2019,Second Class,Missouri,Furnishings,0,53.2704,3,332.94
64a5ec6b01ab865a61af8d25,Furniture,Chesapeake,United States,Natalie Fritzler,Hon,2/11/2019,US-2019-127614,23320,Hon 2111 Invitation Series Corner Table,South,Consumer,2/15/2019,Standard Class,Virginia,Tables,0,75.3732,6,1256.22
64a5ec6b01ab865a61af8d26,Office Supplies,Chesapeake,United States,Natalie Fritzler,Wilson Jones,2/11/2019,US-2019-127614,23320,Wilson Jones Leather-Like Binders with DublLock Round Rings,South,Consumer,2/15/2019,Standard Class,Virginia,Binders,0,8.2062,2,17.46
64a5ec6b01ab865a61af8d27,Office Supplies,Columbia,United States,Guy Armstrong,Other,2/11/2019,US-2019-168368,65203,VariCap6 Expandable Binder,Central,Consumer,2/15/2019,Second Class,Missouri,Binders,0,24.393,3,51.9
64a5ec6b01ab865a61af8d28,Office Supplies,Columbia,United States,Guy Armstrong,Wilson Jones,2/11/2019,US-2019-168368,65203,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Central,Consumer,2/15/2019,Second Class,Missouri,Binders,0,4.4344,2,9.64
